Let me start by exploring the repository structure to understand what I'm auditing.
wasm_frontend/src/application: 18 files
   atlas.rs (17054)

Wait — need to double check: when switch_level happens, does the engine clear `pending` and the workers' archives remain? Yes, workers' archives persist across level switches (no re-init). And `RecordKey` reality hash: `RealitySnapshot` is not reset by switch_level — same hash. But note: chunk (0,0) at level 0 was generated with reality default; at level 1 the reality may have stamps from Level 0 gates... `reality` is preserved across switch_level (only cleared on respawn? no — respawn doesn't reset reality either; reality changes only via gate traversal and delirium). So keys collide.

Let me now verify the worker side: generation_worker_policy.rs, generation_worker_requests.rs, worker_source.rs, and lib.rs worker_entry. Also check `LocalChunkSource::load_with_artifacts` passes `config.with_level(level)` so generation differs per level.
   1 //! Select concurrency for the browser's chunk-generation worker pool.
   2 //!
   3 //! This policy configures world generation and streaming only. The software
   4 //! splat renderer remains on the browser's main thread. Keeping query parsing
   5 //! and hardware clamping here makes the contract natively testable and keeps
   6 //! browser APIs out of the application layer.
   7 
   8 /// Safety ceiling for generation workers — not a target. `Auto` should use
   9 /// every hardware thread the browser reports (minus one reserved for the
  10 /// main/render thread), including on high-core-count machines; this only
  11 /// guards against a browser misreporting an absurd `hardwareConcurrency`
  12 /// value and spawning an unreasonable number of Worker instances (each one
  13 /// duplicates the WASM module and atlas-building scratch memory).
  14 pub const MAX_GENERATION_WORKERS: u8 = 32;
  15 
  16 #[derive(Debug, Clone, Copy, PartialEq, Eq)]
  17 pub enum GenerationWorkerPreference {
  18     /// Reserve one reported hardware thread for the browser/render loop.
  19     Auto,
  20     /// Generate synchronously through `LocalChunkSource` on the main thread.
  21     Disabled,
  22     /// Request an explicit number, still bounded by reported hardware.
  23     Fixed(u8),
  24 }
  25 
  26 impl Default for GenerationWorkerPreference {
  27     fn default() -> Self {
  28         Self::Auto
  29     }
  30 }
  31 
  32 impl GenerationWorkerPreference {
  33     /// Resolve a safe pool size from `Navigator.hardwareConcurrency`.
  34     /// Unknown/invalid reports use the conservative historical fallback of
  35     /// two hardware threads; automatic selection therefore uses one worker.
  36     pub fn resolve(self, hardware_concurrency: f64) -> usize {
  37         if self == Self::Disabled {
  38             return 0;
  39         }
  40 
  41         let reported_threads = if hardware_concurrency.is_finite() && hardware_concurrency >= 1.0 {
  42             hardware_concurrency.floor().min(u32::MAX as f64) as u32
  43         } else {
  44             2
  45         };
  46         let auto_workers = reported_threads
  47             .saturating_sub(1)
  48             .clamp(1, u32::from(MAX_GENERATION_WORKERS)) as u8;
  49         let fixed_worker_ceiling =
  50             reported_threads.clamp(1, u32::from(MAX_GENERATION_WORKERS)) as u8;
  51         match self {
  52             Self::Auto => auto_workers,
  53             Self::Fixed(requested) => requested.clamp(1, fixed_worker_ceiling),
  54             Self::Disabled => 0,
  55         }
  56         .into()
  57     }
  58 }
  59 
  60 /// Parses the last exact `workers` query pair. Canonical values are `auto`,
  61 /// `0`, and positive integers; oversized integers clamp to the product cap.
  62 /// Missing or malformed values safely restore automatic selection.
  63 pub fn parse_generation_worker_preference(query: &str) -> GenerationWorkerPreference {
  64     let mut preference = GenerationWorkerPreference::Auto;
  65     for (key, value) in query
  66         .trim_start_matches('?')
  67         .split('&')
  68         .filter_map(|pair| pair.split_once('='))
  69     {
  70         if key != "workers" {
  71             continue;
  72         }
  73         preference = match value {
  74             "auto" => GenerationWorkerPreference::Auto,
  75             "0" => GenerationWorkerPreference::Disabled,
  76             _ => value
  77                 .parse::<u32>()
  78                 .ok()
  79                 .filter(|requested| *requested > 0)
  80                 .map(|requested| {
  81                     GenerationWorkerPreference::Fixed(
  82                         requested.min(u32::from(MAX_GENERATION_WORKERS)) as u8,
  83                     )
  84                 })
  85                 .unwrap_or(GenerationWorkerPreference::Auto),
  86         };
  87     }
  88     preference
  89 }
  90 
  91 #[cfg(test)]
  92 mod tests {
  93     use super::*;
  94 
  95     #[test]
  96     fn missing_and_malformed_values_restore_auto() {
  97         assert_eq!(
  98             parse_generation_worker_preference("?seed=7"),
  99             GenerationWorkerPreference::Auto
 100         );
 101         assert_eq!(
 102             parse_generation_worker_preference("?workers=banana"),
 103             GenerationWorkerPreference::Auto
 104         );
 105         assert_eq!(
 106             parse_generation_worker_preference("?not_workers=0"),
 107             GenerationWorkerPreference::Auto
 108         );
 109     }
 110 
 111     #[test]
 112     fn parses_disabled_auto_and_bounded_fixed_counts() {
 113         assert_eq!(
 114             parse_generation_worker_preference("?workers=0"),
 115             GenerationWorkerPreference::Disabled
 116         );
 117         assert_eq!(
 118             parse_generation_worker_preference("?workers=auto"),
 119             GenerationWorkerPreference::Auto
 120         );
 121         assert_eq!(
 122             parse_generation_worker_preference("?workers=3"),
 123             GenerationWorkerPreference::Fixed(3)
 124         );
 125         assert_eq!(
 126             parse_generation_worker_preference("?workers=999"),
 127             GenerationWorkerPreference::Fixed(MAX_GENERATION_WORKERS)
 128         );
 129     }
 130 
 131     #[test]
 132     fn last_duplicate_pair_wins_deterministically() {
 133         assert_eq!(
 134             parse_generation_worker_preference("?workers=4&workers=0"),
 135             GenerationWorkerPreference::Disabled
 136         );
 137     }
 138 
 139     #[test]
 140     fn resolution_reserves_the_main_thread_and_clamps_to_hardware() {
 141         assert_eq!(GenerationWorkerPreference::Auto.resolve(8.0), 7);
 142         assert_eq!(GenerationWorkerPreference::Auto.resolve(4.0), 3);
 143         assert_eq!(GenerationWorkerPreference::Auto.resolve(2.0), 1);
 144         assert_eq!(GenerationWorkerPreference::Auto.resolve(1.0), 1);
 145         assert_eq!(GenerationWorkerPreference::Fixed(4).resolve(2.0), 2);
 146         assert_eq!(GenerationWorkerPreference::Fixed(2).resolve(8.0), 2);
 147         assert_eq!(GenerationWorkerPreference::Disabled.resolve(8.0), 0);
 148     }
 149 
 150     /// A 16-thread machine must not be artificially throttled to a low
 151     /// worker count: `Auto` should use (almost) every reported thread. This
 152     /// is the regression test for the historical `MAX_GENERATION_WORKERS =
 153     /// 4` ceiling, which silently capped every machine above 5 hardware
 154     /// threads regardless of what was actually available.
 155     #[test]
 156     fn auto_scales_to_high_core_counts_instead_of_a_low_fixed_cap() {
 157         assert_eq!(GenerationWorkerPreference::Auto.resolve(16.0), 15);
 158         assert_eq!(
 159             GenerationWorkerPreference::Fixed(16).resolve(16.0),
 160             16,
 161             "an explicit request for 16 workers on 16-thread hardware must not be clamped below it"
 162         );
 163         assert_eq!(GenerationWorkerPreference::Auto.resolve(64.0), 32);
 164         assert_eq!(GenerationWorkerPreference::Fixed(u8::MAX).resolve(64.0), 32);
 165     }
 166 
 167     #[test]
 168     fn invalid_hardware_reports_use_a_conservative_fallback() {
 169         assert_eq!(GenerationWorkerPreference::Auto.resolve(f64::NAN), 1);
 170         assert_eq!(GenerationWorkerPreference::Auto.resolve(0.0), 1);
 171         assert_eq!(
 172             GenerationWorkerPreference::Fixed(4).resolve(f64::INFINITY),
 173             2
 174         );
 175     }
 176 }

   1 //! Exact in-flight request bookkeeping for the generation-worker pool.
   2 //!
   3 //! Browser callbacks can arrive after a worker has failed or after the engine
   4 //! has already retried a chunk. This small ledger gives every callback one
   5 //! deterministic operation: finish the exact request it echoes, fail the
   6 //! oldest request after a malformed reply, or drain a failed worker.
   7 
   8 use std::collections::VecDeque;
   9 
  10 use crate::application::ports::ChunkRequest;
  11 use crate::application::streaming::ChunkKey;
  12 
  13 #[derive(Debug)]
  14 struct WorkerRequests {
  15     accepting_work: bool,
  16     in_flight: VecDeque<ChunkRequest>,
  17 }
  18 
  19 /// Per-worker request ownership. Request identity is always checked through
  20 /// [`ChunkRequest::is_same_request`], never by chunk coordinates alone.
  21 #[derive(Debug)]
  22 pub(crate) struct GenerationWorkerRequests {
  23     workers: Vec<WorkerRequests>,
  24 }
  25 
  26 impl GenerationWorkerRequests {
  27     pub(crate) fn new(worker_count: usize) -> Self {
  28         assert!(
  29             worker_count > 0,
  30             "a worker ledger needs at least one worker"
  31         );
  32         Self {
  33             workers: (0..worker_count)
  34                 .map(|_| WorkerRequests {
  35                     accepting_work: true,
  36                     in_flight: VecDeque::new(),
  37                 })
  38                 .collect(),
  39         }
  40     }
  41 
  42     /// Which worker owns a chunk.
  43     ///
  44     /// Deliberately not round-robin. Each worker keeps its own archive of
  45     /// what it has generated, and an archive only pays off if the chunk comes
  46     /// back to the worker holding it — round-robin would scatter a chunk
  47     /// across the pool and turn a 0.46 ms read into a 42 ms regeneration on
  48     /// (n-1)/n of re-requests.
  49     ///
  50     /// Hashing the coordinates rather than slicing the world into contiguous
  51     /// blocks is what keeps the pool balanced: a player standing anywhere has
  52     /// their surrounding chunks spread evenly across workers, where a
  53     /// block-per-worker split would leave one worker generating everything
  54     /// while the rest idled.
  55     pub(crate) fn preferred_worker(chunk: ChunkKey, worker_count: usize) -> usize {
  56         if worker_count <= 1 {
  57             return 0;
  58         }
  59         let mut h: u64 = 0xcbf2_9ce4_8422_2325;
  60         for word in [chunk.0 as u64, chunk.1 as u64] {
  61             for byte in word.to_le_bytes() {
  62                 h ^= byte as u64;
  63                 h = h.wrapping_mul(0x1000_0000_01b3);
  64             }
  65         }
  66         (h % worker_count as u64) as usize
  67     }
  68 
  69     /// Finds the next healthy worker, wrapping once from `start`.
  70     pub(crate) fn next_accepting(&self, start: usize) -> Option<usize> {
  71         (0..self.workers.len())
  72             .map(|offset| (start + offset) % self.workers.len())
  73             .find(|&index| self.workers[index].accepting_work)
  74     }
  75 
  76     pub(crate) fn assign(&mut self, worker_index: usize, request: ChunkRequest) {
  77         let worker = &mut self.workers[worker_index];
  78         debug_assert!(worker.accepting_work);
  79         worker.in_flight.push_back(request);
  80     }
  81 
  82     /// Retires only the exact request echoed by a well-formed worker reply.
  83     /// Unknown and stale replies leave all current work untouched.
  84     pub(crate) fn finish_exact(&mut self, worker_index: usize, echoed: &ChunkRequest) -> bool {
  85         self.take_exact(worker_index, echoed).is_some()
  86     }
  87 
  88     /// Retires an exact request reported as failed by the worker protocol.
  89     pub(crate) fn fail_exact(
  90         &mut self,
  91         worker_index: usize,
  92         echoed: &ChunkRequest,
  93     ) -> Option<ChunkRequest> {
  94         self.take_exact(worker_index, echoed)
  95     }
  96 
  97     /// A worker processes its queue serially, so a malformed response belongs
  98     /// to its oldest outstanding request even when its envelope cannot be
  99     /// decoded far enough to recover an id.
 100     pub(crate) fn fail_oldest(&mut self, worker_index: usize) -> Option<ChunkRequest> {
 101         self.workers[worker_index].in_flight.pop_front()
 102     }
 103 
 104     /// Stops scheduling to a broken worker and returns all work the engine
 105     /// must retry. Calling this more than once is harmless.
 106     pub(crate) fn disable_and_drain(&mut self, worker_index: usize) -> Vec<ChunkRequest> {
 107         let worker = &mut self.workers[worker_index];
 108         worker.accepting_work = false;
 109         worker.in_flight.drain(..).collect()
 110     }
 111 
 112     fn take_exact(&mut self, worker_index: usize, echoed: &ChunkRequest) -> Option<ChunkRequest> {
 113         let queue = &mut self.workers[worker_index].in_flight;
 114         let position = queue
 115             .iter()
 116             .position(|request| request.is_same_request(echoed))?;
 117         queue.remove(position)
 118     }
 119 }
 120 
 121 #[cfg(test)]
 122 mod tests {
 123     use super::*;
 124     use crate::application::ports::RenderArtifactNeeds;
 125     use vackrooms::domain::entities::anomaly::RealitySnapshot;
 126 
 127     #[test]
 128     fn a_chunk_always_goes_to_the_same_worker() {
 129         // The property the per-worker archive depends on: an evicted chunk
 130         // coming back into range must be routed to the worker that already
 131         // has it, or the archive never hits.
 132         for count in [1usize, 2, 3, 4, 8, 32] {
 133             for chunk in [(0i64, 0i64), (10, -40), (-1234, 5678), (i64::MIN, i64::MAX)] {
 134                 let first = GenerationWorkerRequests::preferred_worker(chunk, count);
 135                 assert_eq!(
 136                     first,
 137                     GenerationWorkerRequests::preferred_worker(chunk, count),
 138                     "routing for {chunk:?} across {count} workers was not stable"
 139                 );
 140                 assert!(first < count, "worker {first} is outside a pool of {count}");
 141             }
 142         }
 143     }
 144 
 145     #[test]
 146     fn a_neighbourhood_spreads_across_the_whole_pool() {
 147         // Affinity must not become a contiguous split: one worker owning the
 148         // area around the player would generate everything while the rest
 149         // idled, which is worse than round-robin.
 150         let count = 4;
 151         let mut used = [0usize; 4];
 152         for z in -6..6i64 {
 153             for x in -6..6i64 {
 154                 used[GenerationWorkerRequests::preferred_worker((x, z), count)] += 1;
 155             }
 156         }
 157         let total: usize = used.iter().sum();
 158         assert_eq!(total, 144);
 159         for (worker, &share) in used.iter().enumerate() {
 160             // An even split is 36; allow a wide band so this tests balance,
 161             // not a particular hash.
 162             assert!(
 163                 (14..=64).contains(&share),
 164                 "worker {worker} got {share} of {total} chunks"
 165             );
 166         }
 167     }
 168 
 169     fn request(id: u32, x: f32) -> ChunkRequest {
 170         ChunkRequest {
 171             request_id: id,
 172             origin_x: x,
 173             origin_z: -4.0,
 174             level: 0,
 175             lod: 1,
 176             artifacts: RenderArtifactNeeds::RAYMARCH,
 177             reality: RealitySnapshot::default(),
 178         }
 179     }
 180 
 181     #[test]
 182     fn scheduling_wraps_and_skips_disabled_workers() {
 183         let mut requests = GenerationWorkerRequests::new(3);
 184         assert_eq!(requests.next_accepting(2), Some(2));
 185         requests.disable_and_drain(2);
 186         assert_eq!(requests.next_accepting(2), Some(0));
 187         requests.disable_and_drain(0);
 188         requests.disable_and_drain(1);
 189         assert_eq!(requests.next_accepting(0), None);
 190     }
 191 
 192     #[test]
 193     fn stale_reply_cannot_retire_current_work() {
 194         let mut requests = GenerationWorkerRequests::new(1);
 195         let current = request(8, 12.0);
 196         requests.assign(0, current.clone());
 197 
 198         let mut stale = current.clone();
 199         stale.request_id = 7;
 200         assert!(!requests.finish_exact(0, &stale));
 201         assert!(requests.finish_exact(0, &current));
 202     }
 203 
 204     #[test]
 205     fn malformed_reply_fails_only_the_oldest_serial_request() {
 206         let mut requests = GenerationWorkerRequests::new(1);
 207         let first = request(1, 0.0);
 208         let second = request(2, 16.0);
 209         requests.assign(0, first.clone());
 210         requests.assign(0, second.clone());
 211 
 212         assert_eq!(requests.fail_oldest(0), Some(first));
 213         assert!(requests.finish_exact(0, &second));
 214     }
 215 
 216     #[test]
 217     fn worker_failure_drains_its_work_without_affecting_other_workers() {
 218         let mut requests = GenerationWorkerRequests::new(2);
 219         let first = request(1, 0.0);
 220         let second = request(2, 16.0);
 221         requests.assign(0, first.clone());
 222         requests.assign(1, second.clone());
 223 
 224         assert_eq!(requests.disable_and_drain(0), vec![first]);
 225         assert_eq!(requests.next_accepting(0), Some(1));
 226         assert!(requests.finish_exact(1, &second));
 227         assert!(requests.disable_and_drain(0).is_empty());
 228     }
 229 
 230     #[test]
 231     fn explicit_failure_requires_the_exact_request_identity() {
 232         let mut requests = GenerationWorkerRequests::new(1);
 233         let current = request(5, 0.0);
 234         requests.assign(0, current.clone());
 235         let mut wrong_identity = current.clone();
 236         wrong_identity.lod = 0;
 237 
 238         assert!(requests.fail_exact(0, &wrong_identity).is_none());
 239         assert_eq!(requests.fail_exact(0, &current), Some(current));
 240     }
 241 
 242     #[test]
 243     fn renderer_artifacts_are_part_of_worker_request_identity() {
 244         let mut requests = GenerationWorkerRequests::new(1);
 245         let current = request(6, 0.0);
 246         requests.assign(0, current.clone());
 247 
 248         let mut wrong_artifacts = current.clone();
 249         wrong_artifacts.artifacts = RenderArtifactNeeds::SURFACE;
 250 
 251         assert!(!requests.finish_exact(0, &wrong_artifacts));
 252         assert!(requests.finish_exact(0, &current));
 253     }
 254 }

   1 //! Web Worker chunk source — the multithreaded [`ChunkSourcePort`].
   2 //!
   3 //! Each worker (`static/worker.js`) is a second instance of this same wasm
   4 //! module running on its own OS thread. The main thread posts small
   5 //! `{gen, requestId, ox, oz, level, lod, artifacts, reality}` messages
   6 //! round-robin. Workers always generate, bake, build the collision SVO, and
   7 //! extract collision; the artifact bitfield requests only the active
   8 //! renderer's mesh, face, or serialized-node products. One encoded byte
   9 //! buffer returns through `adapters::chunk_codec`; GPU resources remain owned
  10 //! by the main-thread render driver. Healthy pools keep generation off the
  11 //! frame loop. If every worker fatally fails, the driver uses its same-thread
  12 //! source as a correctness fallback instead of leaving the world pending.
  13 //!
  14 //! Stale-result rejection lives in the engine (`install_completed`), keyed
  15 //! by the echoed request. This driver owns transport failure detection and
  16 //! reports exact failed requests through the same application port.
  17 
  18 use std::cell::RefCell;
  19 use std::rc::Rc;
  20 
  21 use js_sys::{ArrayBuffer, Reflect, Uint8Array};
  22 use wasm_bindgen::prelude::*;
  23 use web_sys::{MessageEvent, Worker, WorkerOptions, WorkerType};
  24 
  25 use crate::adapters::chunk_codec::decode_chunk_payload;
  26 use crate::adapters::local_chunk_source::LocalChunkSource;
  27 use crate::application::generation_worker_policy::MAX_GENERATION_WORKERS;
  28 use crate::application::ports::{
  29     ChunkPayload, ChunkRequest, ChunkSourcePort, CompletedChunk, RenderArtifactNeeds,
  30 };
  31 use crate::application::streaming::chunk_key;
  32 use crate::drivers::generation_worker_requests::GenerationWorkerRequests;
  33 use vackrooms::domain::entities::anomaly::RealitySnapshot;
  34 use vackrooms::frameworks_drivers::simple_noise::SimpleNoiseProvider;
  35 
  36 pub struct WorkerChunkSource {
  37     workers: Vec<Worker>,
  38     completed: Rc<RefCell<Vec<CompletedChunk>>>,
  39     failed: Rc<RefCell<Vec<ChunkRequest>>>,
  40     requests: Rc<RefCell<GenerationWorkerRequests>>,
  41     /// Keeps browser callbacks alive for the workers' lifetime.
  42     _message_handlers: Vec<Closure<dyn FnMut(MessageEvent)>>,
  43     _error_handlers: Vec<Closure<dyn FnMut(web_sys::Event)>>,
  44     /// Same-thread source for the synchronous [`ChunkSourcePort::load`]
  45     /// contract and as a last-resort recovery if every worker has failed.
  46     fallback: LocalChunkSource<SimpleNoiseProvider>,
  47     reported_emergency_fallback: bool,
  48 }
  49 
  50 impl WorkerChunkSource {
  51     /// Spawns the pool and hands every worker the URL query, so main thread
  52     /// and workers derive the identical generator configuration.
  53     pub fn new(query: &str, default_seed: u32, pool_size: usize) -> Result<Self, JsValue> {
  54         if !(1..=usize::from(MAX_GENERATION_WORKERS)).contains(&pool_size) {
  55             return Err(JsValue::from_str(
  56                 "generation worker pool size must be 1..=32",
  57             ));
  58         }
  59 
  60         let completed: Rc<RefCell<Vec<CompletedChunk>>> = Rc::new(RefCell::new(Vec::new()));
  61         let failed: Rc<RefCell<Vec<ChunkRequest>>> = Rc::new(RefCell::new(Vec::new()));
  62         let requests = Rc::new(RefCell::new(GenerationWorkerRequests::new(pool_size)));
  63         // The single-file bundle (scripts/build-single-file.mjs) has no
  64         // sibling worker.js on disk; it publishes a blob: URL for the inlined
  65         // worker script on the global scope instead.
  66         let script_url = Reflect::get(&js_sys::global(), &"__VACKROOMS_WORKER_URL__".into())
  67             .ok()
  68             .and_then(|value| value.as_string())
  69             .unwrap_or_else(|| "worker.js".to_string());
  70         let mut workers = Vec::with_capacity(pool_size);
  71         let mut message_handlers = Vec::with_capacity(pool_size);
  72         let mut error_handlers = Vec::with_capacity(pool_size);
  73         for worker_index in 0..pool_size {
  74             let options = WorkerOptions::new();
  75             options.set_type(WorkerType::Module);
  76             // Relative (not `/worker.js`): resolved against the document's
  77             // URL, so this still finds the sibling file when the site is
  78             // served from a subpath (e.g. a GitHub Pages project page at
  79             // `<user>.github.io/<repo>/`) instead of the domain root.
  80             let worker = Worker::new_with_options(&script_url, &options)?;
  81 
  82             let completed_sink = completed.clone();
  83             let failed_sink = failed.clone();
  84             let message_requests = requests.clone();
  85             let worker_for_fatal_reply = worker.clone();
  86             let handler = Closure::<dyn FnMut(MessageEvent)>::new(move |event: MessageEvent| {
  87                 match parse_worker_reply(&event) {
  88                     WorkerReply::Completed(done) => {
  89                         if message_requests
  90                             .borrow_mut()
  91                             .finish_exact(worker_index, &done.request)
  92                         {
  93                             completed_sink.borrow_mut().push(done);
  94                         }
  95                     }
  96                     WorkerReply::Failed(echoed) => {
  97                         if let Some(failed_request) = message_requests
  98                             .borrow_mut()
  99                             .fail_exact(worker_index, &echoed)
 100                         {
 101                             failed_sink.borrow_mut().push(failed_request);
 102                         }
 103                     }
 104                     WorkerReply::Fatal => {
 105                         let abandoned = message_requests
 106                             .borrow_mut()
 107                             .disable_and_drain(worker_index);
 108                         failed_sink.borrow_mut().extend(abandoned);
 109                         worker_for_fatal_reply.terminate();
 110                     }
 111                     WorkerReply::Malformed => {
 112                         if let Some(failed_request) =
 113                             message_requests.borrow_mut().fail_oldest(worker_index)
 114                         {
 115                             failed_sink.borrow_mut().push(failed_request);
 116                         }
 117                     }
 118                 }
 119             });
 120             worker.set_onmessage(Some(handler.as_ref().unchecked_ref()));
 121 
 122             let failed_sink = failed.clone();
 123             let error_requests = requests.clone();
 124             let worker_for_error = worker.clone();
 125             let error_handler = Closure::<dyn FnMut(web_sys::Event)>::new(move |_event| {
 126                 let abandoned = error_requests.borrow_mut().disable_and_drain(worker_index);
 127                 failed_sink.borrow_mut().extend(abandoned);
 128                 worker_for_error.terminate();
 129             });
 130             worker.set_onerror(Some(error_handler.as_ref().unchecked_ref()));
 131 
 132             let init = js_sys::Object::new();
 133             Reflect::set(&init, &"type".into(), &"init".into())?;
 134             Reflect::set(&init, &"query".into(), &query.into())?;
 135             Reflect::set(&init, &"seed".into(), &(default_seed as f64).into())?;
 136             worker.post_message(&init)?;
 137 
 138             workers.push(worker);
 139             message_handlers.push(handler);
 140             error_handlers.push(error_handler);
 141         }
 142 
 143         let (seed, config) =
 144             crate::adapters::query_config::generator_setup_from_query(query, default_seed);
 145         Ok(Self {
 146             workers,
 147             completed,
 148             failed,
 149             requests,
 150             _message_handlers: message_handlers,
 151             _error_handlers: error_handlers,
 152             fallback: LocalChunkSource::new(SimpleNoiseProvider::new(), seed, config),
 153             reported_emergency_fallback: false,
 154         })
 155     }
 156 
 157     pub fn pool_size(&self) -> usize {
 158         self.workers.len()
 159     }
 160 }
 161 
 162 impl ChunkSourcePort for WorkerChunkSource {
 163     fn load(&self, origin_x: f32, origin_z: f32, level: u32, lod: u8) -> ChunkPayload {
 164         self.fallback.load(origin_x, origin_z, level, lod)
 165     }
 166 
 167     fn load_with_reality(
 168         &self,
 169         origin_x: f32,
 170         origin_z: f32,
 171         level: u32,
 172         lod: u8,
 173         reality: &RealitySnapshot,
 174     ) -> ChunkPayload {
 175         self.fallback
 176             .load_with_reality(origin_x, origin_z, level, lod, reality)
 177     }
 178 
 179     fn load_with_artifacts(
 180         &self,
 181         origin_x: f32,
 182         origin_z: f32,
 183         level: u32,
 184         lod: u8,
 185         reality: &RealitySnapshot,
 186         artifacts: RenderArtifactNeeds,
 187     ) -> ChunkPayload {
 188         self.fallback
 189             .load_with_artifacts(origin_x, origin_z, level, lod, reality, artifacts)
 190     }
 191 
 192     fn is_async(&self) -> bool {
 193         true
 194     }
 195 
 196     fn max_concurrent_requests(&self) -> usize {
 197         self.pool_size()
 198     }
 199 
 200     fn request(&mut self, request: ChunkRequest) {
 201         // Route by chunk, not round-robin: each worker archives what it
 202         // generates, so a chunk evicted from the rolling window and later
 203         // wanted again must come back to the worker already holding it.
 204         // `next_accepting` still falls through to any healthy worker, so
 205         // affinity is a preference and never a way to strand a request on a
 206         // dead worker.
 207         let preferred = GenerationWorkerRequests::preferred_worker(
 208             chunk_key(request.origin_x, request.origin_z),
 209             self.workers.len(),
 210         );
 211         let worker_index = self.requests.borrow().next_accepting(preferred);
 212         let Some(worker_index) = worker_index else {
 213             // Fatal worker startup/runtime failures must not strand streaming.
 214             // This path is deliberately exceptional: the healthy path always
 215             // generates off-thread, while an exhausted pool favors a complete
 216             // world over a permanently pending chunk.
 217             if !self.reported_emergency_fallback {
 218                 web_sys::console::warn_1(
 219                     &"generation worker pool failed; using same-thread recovery".into(),
 220                 );
 221                 self.reported_emergency_fallback = true;
 222             }
 223             let payload = self.fallback.load_with_artifacts(
 224                 request.origin_x,
 225                 request.origin_z,
 226                 request.level,
 227                 request.lod,
 228                 &request.reality,
 229                 request.artifacts,
 230             );
 231             self.completed
 232                 .borrow_mut()
 233                 .push(CompletedChunk { request, payload });
 234             return;
 235         };
 236 
 237         let message = js_sys::Object::new();
 238         let set = |k: &str, v: JsValue| {
 239             let _ = Reflect::set(&message, &k.into(), &v);
 240         };
 241         set("type", "gen".into());
 242         set("requestId", (request.request_id as f64).into());
 243         set("ox", (request.origin_x as f64).into());
 244         set("oz", (request.origin_z as f64).into());
 245         set("level", (request.level as f64).into());
 246         set("lod", (request.lod as f64).into());
 247         set("artifacts", (request.artifacts.bits() as f64).into());
 248         let reality_words = request.reality.to_words();
 249         let reality = js_sys::Uint32Array::from(reality_words.as_slice());
 250         set("reality", reality.into());
 251         let worker = &self.workers[worker_index];
 252         self.requests
 253             .borrow_mut()
 254             .assign(worker_index, request.clone());
 255         if let Err(error) = worker.post_message(&message) {
 256             // A synchronous send failure means this worker can no longer be
 257             // trusted with its already queued requests. Retire all of them;
 258             // the engine will validate their ids and retry on healthy slots.
 259             let abandoned = self.requests.borrow_mut().disable_and_drain(worker_index);
 260             self.failed.borrow_mut().extend(abandoned);
 261             worker.terminate();
 262             web_sys::console::warn_2(
 263                 &"generation worker postMessage failed; disabling worker:".into(),
 264                 &error,
 265             );
 266         }
 267     }
 268 
 269     fn poll_completed(&mut self) -> Vec<CompletedChunk> {
 270         std::mem::take(&mut *self.completed.borrow_mut())
 271     }
 272 
 273     fn poll_failed_requests(&mut self) -> Vec<ChunkRequest> {
 274         std::mem::take(&mut *self.failed.borrow_mut())
 275     }
 276 }
 277 
 278 enum WorkerReply {
 279     Completed(CompletedChunk),
 280     Failed(ChunkRequest),
 281     Fatal,
 282     Malformed,
 283 }
 284 
 285 /// Decodes the deliberately small worker protocol. Malformed replies are a
 286 /// first-class outcome: the worker queue is serial, so the caller can fail its
 287 /// oldest assigned request instead of leaving that chunk pending forever.
 288 fn parse_worker_reply(event: &MessageEvent) -> WorkerReply {
 289     let data = event.data();
 290     let message_type = Reflect::get(&data, &"type".into())
 291         .ok()
 292         .and_then(|value| value.as_string());
 293     match message_type.as_deref() {
 294         Some("done") => parse_request(&data)
 295             .and_then(|request| {
 296                 parse_payload(&data).map(|payload| CompletedChunk { request, payload })
 297             })
 298             .map(WorkerReply::Completed)
 299             .unwrap_or(WorkerReply::Malformed),
 300         Some("failed") => parse_request(&data)
 301             .map(WorkerReply::Failed)
 302             .unwrap_or(WorkerReply::Malformed),
 303         Some("fatal") => WorkerReply::Fatal,
 304         _ => WorkerReply::Malformed,
 305     }
 306 }
 307 
 308 fn parse_request(data: &JsValue) -> Option<ChunkRequest> {
 309     let field = |name: &str| Reflect::get(data, &name.into()).ok();
 310     Some(ChunkRequest {
 311         request_id: exact_u32(field("requestId")?)?,
 312         origin_x: finite_f32(field("ox")?)?,
 313         origin_z: finite_f32(field("oz")?)?,
 314         level: exact_u32(field("level")?)?,
 315         lod: u8::try_from(exact_u32(field("lod")?)?).ok()?,
 316         artifacts: RenderArtifactNeeds::from_bits(
 317             u8::try_from(exact_u32(field("artifacts")?)?).ok()?,
 318         )?,
 319         reality: {
 320             let encoded = field("reality")?;
 321             let words = encoded.dyn_into::<js_sys::Uint32Array>().ok()?.to_vec();
 322             RealitySnapshot::from_words(&words).ok()?
 323         },
 324     })
 325 }
 326 
 327 fn parse_payload(data: &JsValue) -> Option<ChunkPayload> {
 328     let buffer: ArrayBuffer = Reflect::get(data, &"buf".into()).ok()?.dyn_into().ok()?;
 329     let bytes = Uint8Array::new(&buffer).to_vec();
 330     decode_chunk_payload(&bytes)
 331 }
 332 
 333 fn exact_u32(value: JsValue) -> Option<u32> {
 334     let number = value.as_f64()?;
 335     (number.is_finite() && number.fract() == 0.0 && (0.0..=f64::from(u32::MAX)).contains(&number))
 336         .then_some(number as u32)
 337 }
 338 
 339 fn finite_f32(value: JsValue) -> Option<f32> {
 340     let number = value.as_f64()?;
